program counter, branch history, branch outcome

00000006, "0000000000000000", 1
00000006, "1000000000000000", 1
00000006, "1100000000000000", 1
00000006, "1110000000000000", 1
00000006, "1111000000000000", 1
00000006, "1111100000000000", 1
00000006, "1111110000000000", 1
00000006, "1111111000000000", 1
00000006, "1111111100000000", 1
00000006, "1111111110000000", 0
